Episodio 10, Ronda 16: Acción=5, Reward=0.0
Episodio 10, Ronda 17: Acción=2, Reward=0.0
Episodio 10, Ronda 18: Acción=4, Reward=0.0
Episodio 10, Ronda 19: Acción=1, Reward=0.0
Episodio 10, Ronda 20: Acción=0, Reward=0.0
Episodio 10, Ronda 21: Acción=2, Reward=0.0
Episodio 10, Ronda 22: Acción=5, Reward=0.0
Episodio 10, Ronda 23: Acción=3, Reward=0.0
Episodio 10, Ronda 24: Acción=0, Reward=0.0
Episodio 10, Ronda 25: Acción=3, Reward=0.0
Episodio 10, Ronda 26: Acción=3, Reward=0.0
Episodio 10, Ronda 27: Acción=1, Reward=0.0
Episodio 10, Ronda 28: Acción=2, Reward=0.0
Episodio 10, Ronda 29: Acción=2, Reward=0.0
Episodio 10, Ronda 30: Acción=1, Reward=0.0
Episodio 10, Ronda 31: Acción=6, Reward=0.0
Episodio 10, Ronda 32: Acción=3, Reward=0.0
Episodio 10, Ronda 33: Acción=6, Reward=0.0
Episodio 10, Ronda 34: Acción=0, Reward=0.0
Episodio 10, Ronda 35: Acción=5, Reward=-25.0
Episodio 10: Loss=451.1122, Epsilon=0.951
Episodio 11, Ronda 1: Acción=3, Reward=0.0
Episodio 11, Ronda 2: Acción=2, Reward=0.0
Episodio 11, Ronda 3: Acción=2, Reward=0.0
Episodio 11, Ronda 4: Acción=3, Reward=0.0
Episodio 11, Ronda 5: Acción=6, Reward=0.0
Episodio 11, Ronda 6: Acción=5, Reward=0.0
Episodio 11, Ronda 7: Acción=0, Reward=0.0
Episodio 11, Ronda 8: Acción=4, Reward=0.0
Episodio 11, Ronda 9: Acción=1, Reward=0.0
Episodio 11, Ronda 10: Acción=2, Reward=0.0
Episodio 11, Ronda 11: Acción=0, Reward=0.0
Episodio 11, Ronda 12: Acción=0, Reward=0.0
Episodio 11, Ronda 13: Acción=5, Reward=0.0
Episodio 11, Ronda 14: Acción=5, Reward=0.0
Episodio 11, Ronda 15: Acción=2, Reward=0.0
Episodio 11, Ronda 16: Acción=5, Reward=0.0
Episodio 11, Ronda 17: Acción=3, Reward=0.0
Episodio 11, Ronda 18: Acción=1, Reward=0.0
Episodio 11, Ronda 19: Acción=3, Reward=0.0
Episodio 11, Ronda 20: Acción=5, Reward=0.0
